condition_id	chromosome	locked_orientation	locked_pairing	rho_A_mat	locked_rho_A_mat	absdiff_rho_A_mat	rho_A_pat	locked_rho_A_pat	absdiff_rho_A_pat	rho_B_mat	locked_rho_B_mat	absdiff_rho_B_mat	rho_B_pat	locked_rho_B_pat	absdiff_rho_B_pat	matched	locked_matched	absdiff_matched	cross	locked_cross	absdiff_cross	contrast	locked_contrast	absdiff_contrast	matched_ref1	locked_matched_ref1	absdiff_matched_ref1	matched_ref2	locked_matched_ref2	absdiff_matched_ref2	margin_mat	locked_margin_mat	absdiff_margin_mat	margin_pat	locked_margin_pat	absdiff_margin_pat	minmargin	locked_minmargin	absdiff_minmargin
v1_original_random_joint	chr1	swapped	cross	0.48942465975775024	0.4894246597577501	1.1102230246251565e-16	0.7797499716726471	0.7797499716726471	0.0	0.5601095185310724	0.5601095185310723	1.1102230246251565e-16	0.5778770696862939	0.5778770696862938	1.1102230246251565e-16	0.6699297451018598	0.6699297451018598	0.0	0.5336508647220221	0.533650864722022	1.1102230246251565e-16	0.1362788803798377	0.13627888037983782	1.1102230246251565e-16	0.5601095185310724	0.5601095185310723	1.1102230246251565e-16	0.7797499716726471	0.7797499716726471	0.0	-0.01776755115522155	-0.01776755115522155	0.0	0.2903253119148969	0.290325311914897	1.1102230246251565e-16	-0.01776755115522155	-0.01776755115522155	0.0
v1_original_random_joint	chr2	direct	direct	0.5256132454759175	0.5256132454759176	1.1102230246251565e-16	0.4820235303463333	0.48202353034633333	5.551115123125783e-17	0.4559770187391228	0.4559770187391229	1.1102230246251565e-16	0.543549027348731	0.5435490273487311	1.1102230246251565e-16	0.5345811364123243	0.5345811364123243	0.0	0.469000274542728	0.4690002745427281	5.551115123125783e-17	0.06558086186959627	0.06558086186959622	5.551115123125783e-17	0.5256132454759175	0.5256132454759176	1.1102230246251565e-16	0.543549027348731	0.5435490273487311	1.1102230246251565e-16	0.043589715129584206	0.04358971512958426	5.551115123125783e-17	0.08757200860960823	0.08757200860960823	0.0	0.043589715129584206	0.04358971512958426	5.551115123125783e-17
v1_original_random_joint	chr3	direct	direct	0.43766698518364694	0.43766698518364705	1.1102230246251565e-16	0.22106868846219946	0.22106868846219951	5.551115123125783e-17	0.3260203640748532	0.32602036407485324	5.551115123125783e-17	0.7252925034085832	0.7252925034085833	1.1102230246251565e-16	0.581479744296115	0.5814797442961152	1.1102230246251565e-16	0.2735445262685263	0.2735445262685264	5.551115123125783e-17	0.3079352180275887	0.3079352180275888	5.551115123125783e-17	0.43766698518364694	0.43766698518364705	1.1102230246251565e-16	0.7252925034085832	0.7252925034085833	1.1102230246251565e-16	0.21659829672144748	0.21659829672144754	5.551115123125783e-17	0.39927213933373	0.39927213933373007	5.551115123125783e-17	0.21659829672144748	0.21659829672144754	5.551115123125783e-17
v1_original_random_joint	chr4	swapped	cross	0.4039238438002206	0.4039238438002207	1.1102230246251565e-16	0.3980921756658861	0.3980921756658862	1.1102230246251565e-16	0.49845340903982993	0.49845340903983004	1.1102230246251565e-16	0.4294231832439209	0.42942318324392104	1.1102230246251565e-16	0.448272792352858	0.4482727923528581	1.1102230246251565e-16	0.41667351352207077	0.4166735135220709	1.1102230246251565e-16	0.031599278830787225	0.031599278830787225	0.0	0.49845340903982993	0.49845340903983004	1.1102230246251565e-16	0.3980921756658861	0.3980921756658862	1.1102230246251565e-16	0.069030225795909	0.069030225795909	0.0	-0.0058316681343345	-0.0058316681343345	0.0	-0.0058316681343345	-0.0058316681343345	0.0
v1_original_random_joint	chr5	direct	direct	0.6751552615595967	0.6751552615595967	0.0	0.5054327545099929	0.505432754509993	1.1102230246251565e-16	0.4755032621014372	0.4755032621014372	0.0	0.6006622070563138	0.6006622070563138	0.0	0.6379087343079552	0.6379087343079552	0.0	0.490468008305715	0.49046800830571513	1.1102230246251565e-16	0.14744072600224023	0.14744072600224012	1.1102230246251565e-16	0.6751552615595967	0.6751552615595967	0.0	0.6006622070563138	0.6006622070563138	0.0	0.1697225070496038	0.16972250704960368	1.1102230246251565e-16	0.12515894495487662	0.12515894495487662	0.0	0.12515894495487662	0.12515894495487662	0.0
v1_original_random_joint	chr6	swapped	cross	0.2403320704049766	0.2403320704049766	0.0	0.5035494644026995	0.5035494644026995	0.0	0.48215475731099133	0.4821547573109914	5.551115123125783e-17	0.22961818039312049	0.22961818039312046	2.7755575615628914e-17	0.49285211085684544	0.49285211085684544	0.0	0.23497512539904852	0.23497512539904852	0.0	0.2578769854577969	0.2578769854577969	0.0	0.48215475731099133	0.4821547573109914	5.551115123125783e-17	0.5035494644026995	0.5035494644026995	0.0	0.25253657691787085	0.2525365769178709	5.551115123125783e-17	0.2632173939977229	0.2632173939977229	0.0	0.25253657691787085	0.2525365769178709	5.551115123125783e-17
v1_original_random_joint	chr7	direct	direct	0.42939530966872524	0.42939530966872524	0.0	0.39963749086817346	0.39963749086817346	0.0	0.3794758272136955	0.3794758272136955	0.0	0.42483885524162945	0.42483885524162945	0.0	0.4271170824551773	0.4271170824551773	0.0	0.3895566590409345	0.3895566590409345	0.0	0.037560423414242816	0.037560423414242816	0.0	0.42939530966872524	0.42939530966872524	0.0	0.42483885524162945	0.42483885524162945	0.0	0.029757818800551783	0.029757818800551783	0.0	0.04536302802793396	0.04536302802793396	0.0	0.029757818800551783	0.029757818800551783	0.0
v1_original_random_joint	chr8	direct	direct	0.48095825675405085	0.4809582567540508	5.551115123125783e-17	0.6981174384855973	0.6981174384855973	0.0	0.12193545893350867	0.12193545893350866	1.3877787807814457e-17	0.3857429016815409	0.38574290168154085	5.551115123125783e-17	0.43335057921779585	0.43335057921779585	0.0	0.41002644870955296	0.41002644870955296	0.0	0.02332413050824289	0.02332413050824289	0.0	0.48095825675405085	0.4809582567540508	5.551115123125783e-17	0.3857429016815409	0.38574290168154085	5.551115123125783e-17	-0.2171591817315464	-0.21715918173154647	5.551115123125783e-17	0.26380744274803225	0.2638074427480322	5.551115123125783e-17	-0.2171591817315464	-0.21715918173154647	5.551115123125783e-17
v1_original_random_joint	chr9	swapped	cross	0.1862788577272014	0.18627885772720137	2.7755575615628914e-17	0.39273414435493	0.3927341443549299	5.551115123125783e-17	0.49807879291797236	0.49807879291797225	1.1102230246251565e-16	0.4450512411374627	0.4450512411374626	1.1102230246251565e-16	0.44540646863645117	0.44540646863645106	1.1102230246251565e-16	0.31566504943233203	0.315665049432332	5.551115123125783e-17	0.12974141920411913	0.12974141920411908	5.551115123125783e-17	0.49807879291797236	0.49807879291797225	1.1102230246251565e-16	0.39273414435493	0.3927341443549299	5.551115123125783e-17	0.05302755178050966	0.05302755178050966	0.0	0.20645528662772858	0.20645528662772855	2.7755575615628914e-17	0.05302755178050966	0.05302755178050966	0.0
v1_original_random_joint	chr10	swapped	cross	0.10271108005206651	0.10271108005206651	0.0	0.30064525163929046	0.30064525163929046	0.0	0.5829512533594222	0.5829512533594223	1.1102230246251565e-16	0.6005915626558574	0.6005915626558574	0.0	0.44179825249935634	0.4417982524993564	5.551115123125783e-17	0.351651321353962	0.351651321353962	0.0	0.09014693114539435	0.0901469311453944	5.551115123125783e-17	0.5829512533594222	0.5829512533594223	1.1102230246251565e-16	0.30064525163929046	0.30064525163929046	0.0	-0.01764030929643523	-0.01764030929643512	1.1102230246251565e-16	0.19793417158722393	0.19793417158722393	0.0	-0.01764030929643523	-0.01764030929643512	1.1102230246251565e-16
v1_original_random_joint	chr11	swapped	cross	0.6150911010916582	0.6150911010916581	1.1102230246251565e-16	0.7388270690304493	0.7388270690304491	1.1102230246251565e-16	0.4433237794931126	0.4433237794931125	5.551115123125783e-17	0.3163633165841863	0.31636331658418626	5.551115123125783e-17	0.591075424261781	0.5910754242617808	1.1102230246251565e-16	0.4657272088379223	0.4657272088379222	1.1102230246251565e-16	0.12534821542385866	0.12534821542385866	0.0	0.4433237794931126	0.4433237794931125	5.551115123125783e-17	0.7388270690304493	0.7388270690304491	1.1102230246251565e-16	0.12696046290892626	0.12696046290892626	0.0	0.12373596793879105	0.12373596793879105	0.0	0.12373596793879105	0.12373596793879105	0.0
v1_original_random_joint	chr12	direct	direct	0.4349072039979128	0.43490720399791283	5.551115123125783e-17	0.2414628075906849	0.24146280759068495	5.551115123125783e-17	0.2339402868030516	0.23394028680305162	2.7755575615628914e-17	0.5090513267163144	0.5090513267163145	1.1102230246251565e-16	0.47197926535711354	0.47197926535711365	1.1102230246251565e-16	0.23770154719686826	0.23770154719686828	2.7755575615628914e-17	0.23427771816024529	0.23427771816024537	8.326672684688674e-17	0.4349072039979128	0.43490720399791283	5.551115123125783e-17	0.5090513267163144	0.5090513267163145	1.1102230246251565e-16	0.19344439640722788	0.19344439640722788	0.0	0.2751110399132628	0.27511103991326286	5.551115123125783e-17	0.19344439640722788	0.19344439640722788	0.0
v1_original_random_joint	chr13	swapped	cross	0.39706693892529227	0.3970669389252923	5.551115123125783e-17	0.5345360764859419	0.5345360764859419	0.0	0.629343011764316	0.629343011764316	0.0	0.418840186814703	0.4188401868147029	5.551115123125783e-17	0.5819395441251289	0.5819395441251289	0.0	0.4079535628699976	0.4079535628699976	0.0	0.17398598125513132	0.17398598125513132	0.0	0.629343011764316	0.629343011764316	0.0	0.5345360764859419	0.5345360764859419	0.0	0.21050282494961298	0.21050282494961303	5.551115123125783e-17	0.13746913756064966	0.1374691375606496	5.551115123125783e-17	0.13746913756064966	0.1374691375606496	5.551115123125783e-17
v1_original_random_joint	chr14	direct	direct	0.41189125878835264	0.41189125878835264	0.0	0.3622436105379672	0.3622436105379672	0.0	0.2643132484827553	0.2643132484827553	0.0	0.4284858782336628	0.42848587823366274	5.551115123125783e-17	0.4201885685110077	0.4201885685110077	0.0	0.3132784295103612	0.3132784295103612	0.0	0.1069101390006465	0.1069101390006465	0.0	0.41189125878835264	0.41189125878835264	0.0	0.4284858782336628	0.42848587823366274	5.551115123125783e-17	0.04964764825038542	0.04964764825038542	0.0	0.16417262975090752	0.16417262975090746	5.551115123125783e-17	0.04964764825038542	0.04964764825038542	0.0
v1_original_random_joint	chr15	direct	direct	0.5168997177435308	0.5168997177435308	0.0	0.47532641968503436	0.47532641968503436	0.0	0.33495297847571076	0.33495297847571076	0.0	0.4166356853944022	0.41663568539440216	5.551115123125783e-17	0.4667677015689665	0.4667677015689665	0.0	0.40513969908037256	0.40513969908037256	0.0	0.06162800248859396	0.06162800248859396	0.0	0.5168997177435308	0.5168997177435308	0.0	0.4166356853944022	0.41663568539440216	5.551115123125783e-17	0.041573298058496466	0.041573298058496466	0.0	0.08168270691869145	0.0816827069186914	5.551115123125783e-17	0.041573298058496466	0.041573298058496466	0.0
v1_original_random_joint	chr16	swapped	cross	0.15345170859674442	0.1534517085967444	2.7755575615628914e-17	0.5178601895610523	0.5178601895610522	1.1102230246251565e-16	0.27803439442168515	0.2780343944216851	5.551115123125783e-17	0.2540048960104869	0.25400489601048687	5.551115123125783e-17	0.3979472919913687	0.39794729199136863	5.551115123125783e-17	0.20372830230361566	0.20372830230361563	2.7755575615628914e-17	0.19421898968775303	0.194218989687753	2.7755575615628914e-17	0.27803439442168515	0.2780343944216851	5.551115123125783e-17	0.5178601895610523	0.5178601895610522	1.1102230246251565e-16	0.024029498411198225	0.024029498411198225	0.0	0.3644084809643079	0.3644084809643078	1.1102230246251565e-16	0.024029498411198225	0.024029498411198225	0.0
