bundle	chromosome	orientation_locked_to_endpoint	endpoint_rho_A_mat	x0_rho_A_mat	delta_endpoint_minus_x0_rho_A_mat	endpoint_rho_A_pat	x0_rho_A_pat	delta_endpoint_minus_x0_rho_A_pat	endpoint_rho_B_mat	x0_rho_B_mat	delta_endpoint_minus_x0_rho_B_mat	endpoint_rho_B_pat	x0_rho_B_pat	delta_endpoint_minus_x0_rho_B_pat	endpoint_matched	x0_matched	delta_endpoint_minus_x0_matched	endpoint_cross	x0_cross	delta_endpoint_minus_x0_cross	endpoint_contrast	x0_contrast	delta_endpoint_minus_x0_contrast	endpoint_matched_ref1	x0_matched_ref1	delta_endpoint_minus_x0_matched_ref1	endpoint_matched_ref2	x0_matched_ref2	delta_endpoint_minus_x0_matched_ref2	endpoint_margin_mat	x0_margin_mat	delta_endpoint_minus_x0_margin_mat	endpoint_margin_pat	x0_margin_pat	delta_endpoint_minus_x0_margin_pat	endpoint_minmargin	x0_minmargin	delta_endpoint_minus_x0_minmargin
bundle1	chr1	direct	0.5256013318373248	0.3284541966289179	0.19714713520840693	0.595587362211124	0.3016710440636788	0.2939163181474452	0.44429224636095493	0.32884600636784983	0.1154462399931051	0.618356913605401	0.36265164824744056	0.25570526535796045	0.5719791227213629	0.34555292243817926	0.2264262002831836	0.5199398042860395	0.3152585252157643	0.20468127907027517	0.05203931843532339	0.030294397222414948	0.02174492121290844	0.5256013318373248	0.3284541966289179	0.19714713520840693	0.618356913605401	0.36265164824744056	0.25570526535796045	-0.06998603037379914	0.02678315256523911	-0.09676918293903825	0.17406466724444608	0.03380564187959073	0.14025902536485535	-0.06998603037379914	0.02678315256523911	-0.09676918293903825
bundle1	chr2	direct	0.4653724734885863	0.43169436308917886	0.033678110399407435	0.49377089232956617	0.4196937447800015	0.07407714754956468	0.46715063750499747	0.4643951871805001	0.002755450324497366	0.618684539568117	0.41974074920847887	0.1989437903596381	0.5420285065283517	0.4257175561488289	0.11631095037952277	0.48046076491728185	0.4420444659802508	0.038416298937031024	0.061567741611069815	-0.016326909831421932	0.07789465144249175	0.4653724734885863	0.43169436308917886	0.033678110399407435	0.618684539568117	0.41974074920847887	0.1989437903596381	-0.028398418840979878	0.012000618309177369	-0.040399037150157247	0.1515339020631195	-0.04465443797202123	0.19618834003514074	-0.028398418840979878	-0.04465443797202123	0.016256019131041355
bundle1	chr3	direct	0.4835608527821458	0.0985604635967543	0.3850003891853915	0.3297976411293465	0.12798083493151408	0.20181680619783243	0.2891620107197642	0.13965982074999275	0.14950218996977147	0.52799583847347	0.10296689038008908	0.4250289480933809	0.5057783456278079	0.10076367698842169	0.4050146686393862	0.30947982592455536	0.13382032784075343	0.17565949808380193	0.19629851970325252	-0.03305665085233174	0.22935517055558424	0.4835608527821458	0.0985604635967543	0.3850003891853915	0.52799583847347	0.10296689038008908	0.4250289480933809	0.15376321165279927	-0.029420371334759776	0.18318358298755905	0.23883382775370576	-0.036692930369903676	0.27552675812360944	0.15376321165279927	-0.036692930369903676	0.19045614202270295
bundle1	chr4	swapped	0.629461381600428	0.17886311929650686	0.4505982623039211	0.6285192210770371	0.11490038558392018	0.5136188354931168	0.5374011237922838	0.31175689058643313	0.22564423320585064	0.4021223307366322	0.2139875678386908	0.18813476289794143	0.5829601724346605	0.21332863808517666	0.3696315343494838	0.5157918561685301	0.19642534356759883	0.31936651260093124	0.0671683162661304	0.016903294517577827	0.050265021748552574	0.5374011237922838	0.31175689058643313	0.22564423320585064	0.6285192210770371	0.11490038558392018	0.5136188354931168	0.13527879305565155	0.09776932274774233	0.037509470307909215	-0.0009421605233909114	-0.06396273371258668	0.06302057318919577	-0.0009421605233909114	-0.06396273371258668	0.06302057318919577
bundle1	chr5	swapped	0.36984386191290336	0.10598900192239312	0.2638548599905102	0.44406417362922423	0.1313588407406762	0.31270533288854807	0.6037681493178063	0.13467179272714092	0.4690963565906654	0.4821268615273414	0.14536000332835305	0.33676685819898833	0.5239161614735153	0.13301531673390854	0.39090084473960673	0.42598536172012236	0.12567450262537308	0.3003108590947493	0.09793079975339292	0.0073408141085354595	0.09058998564485746	0.6037681493178063	0.13467179272714092	0.4690963565906654	0.44406417362922423	0.1313588407406762	0.31270533288854807	0.1216412877904649	-0.01068821060121214	0.13232949839167704	0.07422031171632087	0.025369838818283072	0.0488504728980378	0.07422031171632087	-0.01068821060121214	0.08490852231753301
bundle1	chr6	swapped	0.2715940123504136	0.16129296010245894	0.11030105224795464	0.49262097263155935	0.08063375340305937	0.4119872192285	0.4630872749373513	0.13090235041447407	0.33218492452287723	0.16004013286032936	0.05891934475232832	0.10112078810800104	0.47785412378445535	0.10576805190876672	0.37208607187568865	0.21581707260537147	0.11010615242739363	0.10571092017797784	0.2620370511790839	-0.004338100518626917	0.2663751516977108	0.4630872749373513	0.13090235041447407	0.33218492452287723	0.49262097263155935	0.08063375340305937	0.4119872192285	0.30304714207702194	0.07198300566214574	0.2310641364148762	0.22102696028114577	-0.08065920669939958	0.30168616698054534	0.22102696028114577	-0.08065920669939958	0.30168616698054534
bundle1	chr7	direct	0.3525606482222333	0.12394672525941638	0.22861392296281693	0.3955508468418192	0.24710676812435897	0.1484440787174602	0.2809185052695841	0.0708973530313663	0.21002115223821782	0.35440422637759816	0.18257381931352595	0.1718304070640722	0.35348243729991574	0.15326027228647116	0.2002221650134446	0.3382346760557017	0.15900206057786265	0.17923261547783903	0.015247761244214064	-0.005741788291391492	0.020989549535605556	0.3525606482222333	0.12394672525941638	0.22861392296281693	0.35440422637759816	0.18257381931352595	0.1718304070640722	-0.04299019861958586	-0.12316004286494259	0.08016984424535673	0.07348572110801405	0.11167646628215966	-0.03819074517414561	-0.04299019861958586	-0.12316004286494259	0.08016984424535673
bundle1	chr8	swapped	0.32616836886897804	0.1339546375877972	0.19221373128118086	0.44472638779226337	0.09990582116977761	0.3448205666224857	0.3711773820819514	0.06634987864679426	0.30482750343515713	0.28127610518792884	0.07605527296345765	0.20522083222447118	0.4079518849371074	0.08312784990828594	0.32482403502882146	0.30372223702845347	0.10500495527562742	0.19871728175282605	0.10422964790865391	-0.021877105367341484	0.1261067532759954	0.3711773820819514	0.06634987864679426	0.30482750343515713	0.44472638779226337	0.09990582116977761	0.3448205666224857	0.08990127689402255	-0.009705394316663396	0.09960667121068595	0.11855801892328532	-0.03404881641801957	0.1526068353413049	0.08990127689402255	-0.03404881641801957	0.12395009331204213
bundle1	chr9	swapped	0.37897540256609447	0.1409217175805761	0.23805368498551838	0.6258875121855534	0.21389926320199584	0.41198824898355757	0.29373695683476114	0.17237044727822182	0.12136650955653933	0.25215067083080245	0.09038815466871089	0.16176251616209156	0.4598122345101573	0.19313485524010882	0.2666773792700485	0.31556303669844843	0.11565493612464349	0.19990810057380493	0.14424919781170886	0.07747991911546533	0.06676927869624354	0.29373695683476114	0.17237044727822182	0.12136650955653933	0.6258875121855534	0.21389926320199584	0.41198824898355757	0.041586286003958695	0.08198229260951093	-0.04039600660555223	0.24691210961945892	0.07297754562141975	0.17393456399803917	0.041586286003958695	0.07297754562141975	-0.03139125961746106
bundle1	chr10	direct	0.45756941774175214	0.07274799539456149	0.38482142234719063	0.459505681631209	0.09390012558002818	0.3656055560511808	0.5026089902886716	0.07524927349644295	0.4273597167922286	0.6566606721465638	0.14366324620143497	0.5129974259451288	0.557115044944158	0.10820562079799823	0.44890942414615975	0.48105733595994027	0.08457469953823557	0.39648263642170467	0.07605770898421771	0.023630921259762655	0.052426787724455054	0.45756941774175214	0.07274799539456149	0.38482142234719063	0.6566606721465638	0.14366324620143497	0.5129974259451288	-0.0019362638894568351	-0.02115213018546669	0.019215866296009854	0.1540516818578922	0.06841397270499203	0.08563770915290017	-0.0019362638894568351	-0.02115213018546669	0.019215866296009854
bundle1	chr11	direct	0.47196928152537543	0.2815364450451499	0.19043283648022552	0.3240600453586105	0.253770152979361	0.07028989237924949	0.44756266521313165	0.21283631103788972	0.23472635417524193	0.5676506014968554	0.24962622697861866	0.31802437451823673	0.5198099415111155	0.2655813360118843	0.2542286054992312	0.38581135528587107	0.23330323200862535	0.15250812327724572	0.1339985862252444	0.03227810400325892	0.10172048222198549	0.47196928152537543	0.2815364450451499	0.19043283648022552	0.5676506014968554	0.24962622697861866	0.31802437451823673	0.14790923616676493	0.0277662920657889	0.12014294410097603	0.12008793628372377	0.036789915940728946	0.08329802034299483	0.12008793628372377	0.0277662920657889	0.09232164421793487
bundle1	chr12	direct	0.5373062797572103	0.13455732641183493	0.4027489533453754	0.30165266604666574	0.11498660031443354	0.1866660657322322	0.1802333951638381	0.08903635074048377	0.09119704442335433	0.335398449491025	0.05778415213390212	0.27761429735712284	0.43635236462411764	0.09617073927286852	0.34018162535124913	0.2409430306052519	0.10201147552745865	0.13893155507779326	0.19540933401886573	-0.005840736254590126	0.20125007027345587	0.5373062797572103	0.13455732641183493	0.4027489533453754	0.335398449491025	0.05778415213390212	0.27761429735712284	0.2356536137105446	0.01957072609740139	0.2160828876131432	0.15516505432718689	-0.031252198606581655	0.18641725293376854	0.15516505432718689	-0.031252198606581655	0.18641725293376854
bundle1	chr13	direct	0.6295565862333765	0.14456185199419685	0.48499473423917966	0.3717899299800887	0.14358423985293683	0.22820569012715186	0.5192664098242717	0.3078840780084852	0.21138233181578653	0.4122481904964239	0.17347585887166408	0.23877233162475983	0.5209023883649002	0.15901885543293048	0.36188353293196973	0.44552816990218025	0.22573415893071103	0.21979401097146922	0.07537421846271997	-0.06671530349778054	0.1420895219605005	0.6295565862333765	0.14456185199419685	0.48499473423917966	0.4122481904964239	0.17347585887166408	0.23877233162475983	0.2577666562532878	0.0009776121412600203	0.2567890441120278	-0.10701821932784783	-0.13440821913682113	0.027389999808973303	-0.10701821932784783	-0.13440821913682113	0.027389999808973303
bundle1	chr14	swapped	0.3891683327398124	0.20756873078819316	0.18159960195161923	0.5638380088057062	0.14391119475174866	0.4199268140539576	0.40506214476031777	0.19266309390910383	0.21239905085121394	0.3700216108452589	0.1607641822495436	0.2092574285957153	0.484450076783012	0.16828714433042624	0.31616293245258575	0.37959497179253565	0.18416645651886837	0.19542851527366728	0.10485510499047634	-0.01587931218844213	0.12073441717891847	0.40506214476031777	0.19266309390910383	0.21239905085121394	0.5638380088057062	0.14391119475174866	0.4199268140539576	0.03504053391505885	0.031898911659560214	0.003141622255498633	0.17466967606589384	-0.0636575360364445	0.23832721210233834	0.03504053391505885	-0.0636575360364445	0.09869806995150335
bundle1	chr15	swapped	0.24927313970995038	0.11794914609798658	0.13132399361196379	0.5433753628783409	0.27612022483855087	0.26725513803979	0.3405097197367624	0.1880361238769134	0.15247359585984901	0.460201389566197	0.24340602358454777	0.21679536598164922	0.4419425413075516	0.23207817435773215	0.20986436694981947	0.3547372646380737	0.18067758484126717	0.17405967979680653	0.08720527666947792	0.05140058951646498	0.03580468715301294	0.3405097197367624	0.1880361238769134	0.15247359585984901	0.5433753628783409	0.27612022483855087	0.26725513803979	-0.11969166982943458	-0.05536989970763437	-0.06432177012180021	0.2941022231683905	0.1581710787405643	0.13593114442782622	-0.11969166982943458	-0.05536989970763437	-0.06432177012180021
bundle1	chr16	swapped	0.30981252147942684	0.08373197087281609	0.22608055060661075	0.47149423431937887	0.05399884456433359	0.4174953897550453	0.2702502295208646	0.1175786989841524	0.15267153053671217	0.27372753522015486	0.10008875649778276	0.1736387787223721	0.37087223192012175	0.08578877177424299	0.28508346014587876	0.2917700283497908	0.09191036368529942	0.1998596646644914	0.07910220357033093	-0.006121591911056434	0.08522379548138737	0.2702502295208646	0.1175786989841524	0.15267153053671217	0.47149423431937887	0.05399884456433359	0.4174953897550453	-0.0034773056992902784	0.017489942486369633	-0.020967248185659912	0.16168171283995203	-0.029733126308482495	0.19141483914843452	-0.0034773056992902784	-0.029733126308482495	0.026255820609192217
bundle1	chr17	swapped	0.22377569232978606	0.1860937789291105	0.03768191340067556	0.3319799683499298	0.20777783883478498	0.12420212951514484	0.28693515258156593	0.1674420128259021	0.11949313975566384	0.3642823225937275	0.24676943193432727	0.11751289065940024	0.3094575604657479	0.18760992583034353	0.12184763463540438	0.29402900746175675	0.21643160543171888	0.07759740203003787	0.015428553003991152	-0.028821679601375355	0.04425023260536651	0.28693515258156593	0.1674420128259021	0.11949313975566384	0.3319799683499298	0.20777783883478498	0.12420212951514484	-0.07734717001216157	-0.07932741910842517	0.0019802490962635977	0.10820427602014376	0.021684059905674485	0.08652021611446928	-0.07734717001216157	-0.07932741910842517	0.0019802490962635977
bundle1	chr18	swapped	0.12189046048967893	0.11451866419345322	0.0073717962962257105	0.3284475220744262	0.0631055467794033	0.2653419752950229	0.35641801501102166	0.15654222087840658	0.19987579413261508	0.28159527337524476	0.03563752163754448	0.2459577517377003	0.3424327685427239	0.10982388382890494	0.23260888471381896	0.20174286693246185	0.07507809291549886	0.126664774016963	0.14068990161026207	0.034745790913406085	0.10594411069685598	0.35641801501102166	0.15654222087840658	0.19987579413261508	0.3284475220744262	0.0631055467794033	0.2653419752950229	0.0748227416357769	0.1209046992408621	-0.0460819576050852	0.20655706158474724	-0.051413117414049914	0.25797017899879715	0.0748227416357769	-0.051413117414049914	0.12623585904982682
